city,town,都市整備課 公営住宅,都市整備課 賃貸型応急住宅,地域福祉課・県 災害見舞金,子育て支援課・県 児童扶養手当の特例,地域福祉課 被災者生活再建支援制度,地域福祉課 災害援護資金貸付,地域福祉課 生活福祉資金（緊急小口資金・災害援護資金）の貸付,都市整備課 住宅の被害の拡大を防止するための緊急の修理,総合事務組合 母子父子寡婦福祉資金の住宅資金貸付,障がい者支援課 災害障害見舞金,子育て支援課・県 教科書等の無償給与,障がい者支援課 特別支援学校等への就学奨励事業,障がい者支援課 特別児童扶養手当・障害児福祉手当の特例,介護保険課 特別障害者手当の特例,障がい者支援課 福祉用具の再貸与・再購入,学校教育課 障がい者の福祉用具の再給付,各学校 小・中学生の就学援助措置,各学校・日本学生支援機構 大学等授業料等減免措置,課税課 住民税固定資産税の減免,税務署 国税の減免・猶予,保険年金課 国民健康保険税の減免,介護保険課 介護保険料の減免・猶予,保険年金課 後期高齢者医療保険料の減免,保険年金課 後期高齢者医療の一部負担金の減免・徴収猶予,保険年金課 入院時の一部負担金の免除及び徴収猶予
富山県,舟橋村,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
富山県,上市町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
富山県,立山町,-,-,-,-,https://www.pref.toyama.jp/1900/bousaianzen/noto_jishin_shien.html,-,https://www.pref.nagano.lg.jp/chiiki-fukushi/kenko/fukushi/konkyu/puropo.html,https://www.pref.toyama.jp/1200/bousaianzen/saigai/20240102.html,-,https://www.city.takaoka.toyama.jp/fukushi/saigaityouikin.html,-,https://hitorioyanavi-toyama.jp/money/,https://sukoyaka.city.nanto.toyama.jp/support,https://www.town.tateyama.toyama.jp/soshikikarasagasu/juminka/iryohokenkakari/2/3/3478.html,https://www1.g-reiki.net/tateyama/reiki_honbun/i015RG00000706.html,https://www.town.tateyama.toyama.jp/soshikikarasagasu/shokokankoka/shokorodogakari/3/2/1082.html,https://www.city.imizu.toyama.jp/guide/svguidedtl.aspx?servno=746,-,https://www.town.tateyama.toyama.jp/soshikikarasagasu/zeimuka/shisanzeigakari/2/1/833.html,https://www.pref.toyama.jp/1021/kurashi/kenkou/iryou/virus/shien.html,https://www.town.tateyama.toyama.jp/life/shushoku_taishoku/index.html,https://www.city.toyama.lg.jp/health/kaigo/1010522/1003813.html,https://www.city.takaoka.toyama.jp/hoken/kurashi/hoken/koresha/hokenryo.html,https://www.city.hida.gifu.jp/soshiki/13/,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3767
富山県,入善町,https://www.pref.toyama.jp/1507/kurashi/seikatsu/sumai/kj00007289/kj00007289-002-01.html,https://www.pref.toyama.jp/1507/kurashi/seikatsu/sumai/kj20240102-1.html,https://www.city.toyama.lg.jp/health/shogaisha/1010512/1003644.html,https://www.town.nyuzen.toyama.jp/gyosei/soshiki/kekkon_kosodate/1/mokuteki/5/758.html,https://www.city.itoigawa.lg.jp/item/20055.htm,https://www.kamiichi-hearty.jp/,http://chachacha.rgr.jp/news/document/NewsArticle.cgi?year=2013&mon=8,https://www.pref.toyama.jp/,https://www1.g-reiki.net/toyama/reiki_honbun/r181RG00000093.html,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3141,https://www.pref.toyama.jp/3003/kurashi/kyouiku/gakkou/keikaku/kj00013837.html,https://hitorioyanavi-toyama.jp/money/,https://www.city.uozu.toyama.jp/guide/svGuideDtl.aspx?servno=1187,https://www.town.nyuzen.toyama.jp/gyosei/soshiki/zeimu/2/2/1063.html,https://www.city.namerikawa.toyama.jp/soshiki/6/6/683.html,https://www.city.toyama.lg.jp/shisei/shisetsu/1011024/1011027/1004593.html,https://hitorioyanavi-toyama.jp/money/?area=nyuzen,https://hitorioyanavi-toyama.jp/money/?area=nyuzen,https://www.pref.toyama.jp/1107/kurashi/seikatsu/zeikin/kenzei/m02-00/m02-08.html,https://www.pref.toyama.jp/1021/kurashi/kenkou/iryou/virus/shien.html,https://www.town.nyuzen.toyama.jp/gyosei/soshiki/zeimu/2/1/1060.html,https://www.city.toyama.lg.jp/health/kaigo/1010522/1003813.html,https://www.town.nyuzen.toyama.jp/gyosei/soshiki/zeimu/3/2/1046.html,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3771,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3767
富山県,朝日町,https://www.pref.toyama.jp/1507/kurashi/seikatsu/sumai/kj00007289/kj00007289-002-01.html,https://www.pref.toyama.jp/1507/kurashi/seikatsu/sumai/tinntaigataoukyuu_notohanntou.html,https://www.pref.toyama.jp/1900/bousaianzen/noto_jishin_shien.html,https://www.town.asahi.toyama.jp/soshiki/jumin_kodomo/jidou/1449207179964.html,https://www.pref.toyama.jp/1900/bousaianzen/noto_jishin_shien.html,https://www.city.nagano.nagano.jp/n100600/contents/p002548.html,https://www.pref.nagano.lg.jp/chiiki-fukushi/kenko/fukushi/konkyu/puropo.html,https://www.pref.toyama.jp/1200/bousaianzen/saigai/20240102.html,https://www1.g-reiki.net/toyama/reiki_honbun/r181RG00000093.html,https://www.pref.nagano.lg.jp/kensei/koho/pressreleases/index.html,https://www.pref.toyama.jp/1900/bousaianzen/noto_jishin_shien.html,https://www.pref.toyama.jp/102004/kensei/kenseiunei/jouhouka/kj00015305/kj00015305-003-01.html,https://www.city.uozu.toyama.jp/guide/svGuideDtl.aspx?servno=1187,https://www.town.asahi.toyama.jp/soshiki/jumin_kodomo/jidou/1449207179964.html,https://www.city.namerikawa.toyama.jp/soshiki/6/6/683.html,https://www.city.toyama.lg.jp/shisei/shisetsu/1011024/1011027/1004593.html,https://www.town.asahi.toyama.jp/soshiki/kyoiku/gakkoukyouiku/1532492741125.html,https://www.pref.toyama.jp/1021/kurashi/kenkou/iryou/virus/shien.html,https://www.town.asahi.toyama.jp/soshiki/zaimu/syoumei/1449207139404.html,https://www.pref.toyama.jp/1021/kurashi/kenkou/iryou/virus/shien.html,https://www.town.asahi.toyama.jp/soshiki/zaimu/jyuuminnzei/1449206973305.html,https://www.town.asahi.toyama.jp/soshiki/kensetsu/gesuido/1449206557465.html,https://www.city.namerikawa.toyama.jp/soshiki/7/4/1/714.html,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3771,https://www.city.kurobe.toyama.jp/category/page.aspx?servno=3767
新潟県,新潟市,https://www.pref.niigata.lg.jp/site/jutaku/,https://www.city.akita.lg.jp/kurashi/sumai/1039421.html,https://www.city.uonuma.lg.jp/soshiki/13/,https://www.city.sanjo.niigata.jp/soshiki/sanjoukyouiku/kyoikuiinkaijimukyoku/kosodateshienka/26/10655.html,https://www.city.niigata.lg.jp/kurashi/bosai/240101saigai.html,https://www.city.niigata.lg.jp/shisei/kocho/shinsai/faq/fukushi/engoshikin.html,https://www.shakyo.or.jp/guide/shikin/seikatsu/index.html,https://www.city.niigata.lg.jp/kurashi/jyutaku/kenchiku/kanri/r6notookyusyuri.html,https://www.city.niigata.lg.jp/shigikai/index_gikaidayori/gikaidayori_29/80go/shigikai_80_6.html,https://www.city.niigata.lg.jp/kurashi/bosai/shien.html,https://www.pref.niigata.lg.jp/sec/gimukyoiku/1197130546557.html,https://www.pref.niigata.lg.jp/sec/gimukyoiku/1356852754161.html,https://www.city.niigata.lg.jp/shisei/seisaku/sonota/bangoseido/number-riyou.html,https://www.city.nagaoka.niigata.jp/kurashi/life03/tennyu.html,https://www.city.tsubame.niigata.jp/soshiki/kenko_fukushi/3/12/7561.html,https://www.city.nagaoka.niigata.jp/shisei/cate05/busyo.html,https://www.city.nagaoka.niigata.jp/kosodate/cate03/teate/enjyo.html,https://www.unii.ac.jp/overview/educational-information/expense/,https://www.pref.niigata.lg.jp/site/zeimu/,https://www.nta.go.jp/taxes/nozei/nofu_konnan.htm,https://www.city.niigata.lg.jp/kurashi/hoken/kokuho/hokenryo/keigen_genmen/index.html,https://www.city.niigata.lg.jp/shisei/kocho/shinsai/faq/fukushi/kaigo20240111.html,https://www.city.niigata.lg.jp/kurashi/hoken/kokikorei/hokenryo.html,https://www.city.niigata.lg.jp/kurashi/hoken/kokuho/kokuhokyufu/itibugenmen.html,https://www.city.niigata.lg.jp/kurashi/hoken/kokuho/kokuhokyufu/itibugenmen.html
新潟県,長岡市,https://www.city.nagaoka.niigata.jp/shisei/cate05/busyo.html,https://www.city.nagaoka.niigata.jp/kurashi/life03/,https://www.city.nagaoka.niigata.jp/kurashi/cate16/shoubou.html,https://www.city.nagaoka.niigata.jp/kurashi/life03/tennyu.html,https://www.city.iiyama.nagano.jp/soshiki/hokenfukushi/shakai/,https://www.city.niigata.lg.jp/nishikan/kuyakusho/soshiki/about_kenkou.html,https://www.mhlw.go.jp/houdou/2004/11/h1118-1.html,https://www.city.nagaoka.niigata.jp/kurashi/life03/repair.html,https://www.city.kamo.niigata.jp/docs/35617.html,-,https://www.city.nagaoka.niigata.jp/kurashi/life03/tennyu.html,https://www.pref.niigata.lg.jp/sec/gimukyoiku/1356852754161.html,-,https://www.city.nagaoka.niigata.jp/kurashi/life03/tennyu.html,-,-,-,-,-,-,-,-,-,-,-
新潟県,三条市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
新潟県,柏崎市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://www.city.nagaoka.niigata.jp/shisei/cate05/busyo.html,-,-,https://www.pref.niigata.lg.jp/site/zeimu/,-,-,https://www.mhlw.go.jp/houdou/2007/07/h0731-1.html,https://www.city.kashiwazaki.lg.jp/soshikiichiran/fukushihokembu/kokuhoiryoka/1/1/4/7724.html,-,-
新潟県,新発田市,-,-,-,-,-,-,-,-,-,-,-,-,-,https://www.pref.niigata.lg.jp/sec/kenko/1356797166352.html,-,https://www.town.seiro.niigata.jp/sinseisyo/sinsei.html,-,https://www.unii.ac.jp/overview/educational-information/expense/,https://www.pref.niigata.lg.jp/site/zeimu/,https://www.city.shibata.lg.jp/kurashi/iza/kansen/1012884/index.html,https://www.city.shibata.lg.jp/kurashi/zei/kenpo/1000805.html,-,-,https://www.city.niigata.lg.jp/kurashi/hoken/kokuho/kokuhokyufu/itibugenmen.html,https://www.city.niigata.lg.jp/kurashi/hoken/kokuho/kokuhokyufu/itibugenmen.html
新潟県,小千谷市,https://www.city.ojiya.niigata.jp/soshiki/kensetsu/,https://www.city.joetsu.niigata.jp/soshiki/kenjuu/,https://www.city.ojiya.niigata.jp/soshiki/fukushi/nisseki.html,https://www.city.ojiya.niigata.jp/soshiki/kenko/hitorioya-jidofuyo.html,https://www.jstage.jst.go.jp/article/jisss/8/0/8_163/_pdf/-char/ja,https://www.pref.niigata.lg.jp/sec/bosaikikaku/seikatsu.html,https://www.mhlw.go.jp/houdou/2004/11/h1117-1.html,https://www.city.joetsu.niigata.jp/soshiki/kenjuu/,https://www1.g-reiki.net/pref.niigata/reiki_honbun/e401RG00000006.html,https://www.city.iiyama.nagano.jp/soshiki/hokenfukushi/shakai/,https://www.pref.niigata.lg.jp/sec/kyoikuzaimu/1356776163439.html,https://www.city.tokamachi.lg.jp/soshiki/kyoikuiinkai_bunkasportsbu/kyoikusomuka/2/gyomu/1450417673509.html,https://www.pref.niigata.lg.jp/sec/kenko/1356797166352.html,https://www.city.ojiya.niigata.jp/soshiki/fukushi/shogaishafukushi-teate.html,https://www.city.nagaoka.niigata.jp/download/cate09/,https://www.city.ojiya.niigata.jp/soshiki/fukushi/shogaishafukushi-seido.html,https://www.city.nagaoka.niigata.jp/kosodate/cate03/teate/enjyo.html,https://www.wm-c.ac.jp/admission_scholarship/,https://www.city.ojiya.niigata.jp/soshiki/zeimu/,https://www.pref.niigata.lg.jp/site/zeimu/,https://www.city.ojiya.niigata.jp/soshiki/zeimu/kokuminkenkohoken-keigen.html,https://www.city.ojiya.niigata.jp/soshiki/zeimu/mynazeimu.html,https://www.city.ojiya.niigata.jp/soshiki/zeimu/kokikoreishairyohokenryo.html,https://www.niigata-kouiki.jp/material/application/,https://www.niigata-kouiki.jp/material/application/
